timestamp,robot_state,servo_on,emergency_stopped,safety_stopped,joint_position,joint_velocity,joint_current,joint_temperature,joint_torque,task_position,task_orientation
2026-05-28 11:41:07.333434,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[47.0, 45.0, 48.0, 57.0, 54.0, 58.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:41:08.378141,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[46.0, 45.0, 48.0, 58.0, 54.0, 57.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:41:09.423321,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[47.0, 45.0, 47.0, 57.0, 55.0, 58.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:41:10.447605,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[47.0, 45.0, 48.0, 58.0, 54.0, 57.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:41:11.477379,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[47.0, 45.0, 48.0, 57.0, 55.0, 58.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:41:12.514993,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[47.0, 45.0, 48.0, 57.0, 54.0, 58.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:41:13.538970,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[47.0, 45.0, 48.0, 57.0, 54.0, 57.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:41:14.571234,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[46.0, 44.0, 47.0, 57.0, 54.0, 58.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:41:15.610416,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[47.0, 45.0, 48.0, 57.0, 54.0, 58.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:41:16.634358,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[47.0, 45.0, 48.0, 57.0, 55.0, 58.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:41:17.657555,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[47.0, 45.0, 48.0, 57.0, 54.0, 58.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:41:18.701037,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[46.0, 44.0, 48.0, 57.0, 54.0, 58.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:41:19.745707,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[46.0, 45.0, 48.0, 57.0, 54.0, 57.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:41:20.789337,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[47.0, 45.0, 48.0, 57.0, 54.0, 57.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:41:21.832406,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[46.0, 45.0, 47.0, 56.0, 55.0, 58.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:41:22.866827,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[47.0, 45.0, 47.0, 58.0, 54.0, 58.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:41:23.900274,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[47.0, 45.0, 47.0, 57.0, 55.0, 57.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:41:24.944097,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[46.0, 45.0, 48.0, 57.0, 55.0, 58.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:41:25.979405,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[47.0, 45.0, 48.0, 58.0, 54.0, 58.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:41:27.026270,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[46.0, 45.0, 48.0, 57.0, 54.0, 58.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:41:28.068539,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[47.0, 45.0, 48.0, 57.0, 54.0, 58.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:41:29.093471,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[47.0, 45.0, 48.0, 57.0, 54.0, 58.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:41:30.127514,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[47.0, 44.0, 48.0, 57.0, 54.0, 57.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:41:31.159642,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[47.0, 45.0, 49.0, 57.0, 53.0, 58.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:41:32.186054,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[47.0, 46.0, 48.0, 57.0, 54.0, 57.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:41:33.200140,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[47.0, 45.0, 47.0, 58.0, 54.0, 58.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:41:34.244614,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[47.0, 45.0, 48.0, 57.0, 54.0, 58.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:41:35.269587,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[47.0, 45.0, 48.0, 57.0, 55.0, 57.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:41:36.308911,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[47.0, 46.0, 48.0, 57.0, 55.0, 58.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:41:37.337776,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[46.0, 45.0, 48.0, 57.0, 54.0, 58.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:41:38.372291,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[46.0, 45.0, 48.0, 58.0, 55.0, 58.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:41:39.403006,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[47.0, 45.0, 48.0, 57.0, 54.0, 58.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:41:40.431510,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[46.0, 45.0, 48.0, 58.0, 54.0, 58.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:41:41.456418,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[46.0, 45.0, 48.0, 57.0, 57.0, 58.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:41:42.491717,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[46.0, 45.0, 47.0, 57.0, 55.0, 58.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:41:43.527116,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[47.0, 45.0, 48.0, 57.0, 54.0, 58.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:41:44.568793,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[47.0, 45.0, 48.0, 57.0, 55.0, 57.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:41:45.610503,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[47.0, 45.0, 47.0, 57.0, 55.0, 58.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:41:46.634882,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -587.0, 195.0, 151.0]","[46.0, 45.0, 47.0, 57.0, 54.0, 58.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:41:47.688577,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[47.0, 45.0, 48.0, 57.0, 54.0, 58.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:41:48.714197,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[47.0, 45.0, 47.0, 57.0, 54.0, 58.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:41:49.758524,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[47.0, 45.0, 48.0, 57.0, 55.0, 57.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:41:50.802849,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[47.0, 45.0, 48.0, 58.0, 54.0, 57.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:41:51.845435,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[47.0, 45.0, 48.0, 57.0, 54.0, 58.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:41:52.875756,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[47.0, 45.0, 47.0, 57.0, 54.0, 58.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:41:53.900536,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[47.0, 45.0, 48.0, 58.0, 54.0, 57.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:41:54.932318,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[47.0, 45.0, 48.0, 58.0, 54.0, 57.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:41:55.955750,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[46.0, 45.0, 48.0, 57.0, 55.0, 58.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:41:56.999940,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[47.0, 45.0, 48.0, 57.0, 54.0, 58.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:41:58.032067,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[46.0, 45.0, 48.0, 57.0, 54.0, 57.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:41:59.074415,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[46.0, 45.0, 48.0, 57.0, 54.0, 58.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:42:00.085473,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[46.0, 45.0, 48.0, 57.0, 54.0, 58.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:42:01.125161,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[46.0, 45.0, 47.0, 57.0, 55.0, 57.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:42:02.170978,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[46.0, 45.0, 48.0, 57.0, 55.0, 57.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:42:03.197103,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[47.0, 45.0, 48.0, 58.0, 54.0, 57.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:42:04.232322,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[47.0, 45.0, 48.0, 56.0, 54.0, 57.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:42:05.268969,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[47.0, 45.0, 48.0, 57.0, 54.0, 57.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:42:06.312207,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[47.0, 46.0, 47.0, 57.0, 54.0, 58.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:42:07.360254,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[47.0, 45.0, 48.0, 57.0, 54.0, 58.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:42:08.405663,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[47.0, 45.0, 48.0, 57.0, 54.0, 57.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:42:09.453203,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[47.0, 45.0, 48.0, 57.0, 54.0, 58.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
2026-05-28 11:42:10.491860,STATE_CODE(11),True,False,False,"[0.0, 0.0, 90.1, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[128.0, 2610.0, -2770.0, -584.0, 195.0, 151.0]","[46.0, 45.0, 48.0, 57.0, 54.0, 57.0]","[0.0, -2.7, -2.8, 0.5, 0.0, 0.0]","[367.1, 7.5, 195.8]","[165.5, 179.9, 165.3]"
