timestamp,robot_state,servo_on,emergency_stopped,safety_stopped,joint_position,joint_velocity,joint_current,joint_temperature,joint_torque,task_position,task_orientation
2026-05-28 11:11:14.745722,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -352.0, -226.0, -40.0]","[46.0, 45.0, 47.0, 57.0, 55.0, 57.0]","[0.0, -5.7, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:11:15.772490,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -352.0, -226.0, -40.0]","[46.0, 45.0, 47.0, 56.0, 55.0, 57.0]","[0.0, -5.7, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:11:16.794452,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -352.0, -226.0, -40.0]","[44.0, 44.0, 47.0, 56.0, 54.0, 57.0]","[0.0, -5.7, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:11:17.830853,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -352.0, -226.0, -40.0]","[46.0, 45.0, 47.0, 56.0, 55.0, 56.0]","[0.0, -5.7, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:11:18.871934,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -352.0, -226.0, -40.0]","[46.0, 45.0, 47.0, 57.0, 54.0, 57.0]","[0.0, -5.7, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:11:19.911140,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -352.0, -226.0, -40.0]","[46.0, 44.0, 47.0, 56.0, 55.0, 57.0]","[0.0, -5.7, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:11:20.956811,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -352.0, -226.0, -40.0]","[45.0, 45.0, 47.0, 56.0, 54.0, 57.0]","[0.0, -5.7, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:11:21.998560,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -352.0, -226.0, -40.0]","[46.0, 45.0, 47.0, 56.0, 55.0, 57.0]","[0.0, -5.7, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:11:23.039067,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -352.0, -226.0, -40.0]","[46.0, 44.0, 47.0, 56.0, 55.0, 57.0]","[0.0, -5.7, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:11:24.062558,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -352.0, -226.0, -40.0]","[46.0, 45.0, 46.0, 56.0, 55.0, 57.0]","[0.0, -5.6, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:11:25.097048,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -352.0, -226.0, -40.0]","[46.0, 45.0, 47.0, 57.0, 55.0, 57.0]","[0.0, -5.7, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:11:26.148153,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -352.0, -226.0, -40.0]","[46.0, 45.0, 47.0, 56.0, 55.0, 57.0]","[0.0, -5.7, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:11:27.170269,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -352.0, -226.0, -40.0]","[45.0, 45.0, 46.0, 56.0, 54.0, 57.0]","[0.0, -5.6, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:11:28.208782,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -352.0, -226.0, -40.0]","[46.0, 45.0, 47.0, 57.0, 55.0, 57.0]","[0.0, -5.7, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:11:29.269585,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -352.0, -226.0, -40.0]","[46.0, 45.0, 47.0, 56.0, 55.0, 57.0]","[0.0, -5.6, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:11:30.307819,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -352.0, -226.0, -40.0]","[46.0, 44.0, 47.0, 56.0, 55.0, 57.0]","[0.0, -5.6, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:11:31.344768,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -352.0, -226.0, -40.0]","[46.0, 45.0, 47.0, 56.0, 54.0, 57.0]","[0.0, -5.7, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:11:32.385692,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -352.0, -226.0, -40.0]","[46.0, 45.0, 46.0, 56.0, 55.0, 57.0]","[0.0, -5.6, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:11:33.429902,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -352.0, -226.0, -40.0]","[46.0, 44.0, 46.0, 56.0, 55.0, 57.0]","[0.0, -5.6, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:11:34.465965,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -352.0, -226.0, -40.0]","[46.0, 45.0, 47.0, 56.0, 55.0, 57.0]","[0.0, -5.6, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:11:35.507139,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -352.0, -226.0, -40.0]","[45.0, 44.0, 47.0, 56.0, 55.0, 57.0]","[0.0, -5.6, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:11:36.548534,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -352.0, -226.0, -40.0]","[46.0, 45.0, 47.0, 57.0, 55.0, 57.0]","[0.0, -5.7, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:11:37.585589,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -352.0, -226.0, -40.0]","[46.0, 45.0, 47.0, 56.0, 54.0, 57.0]","[0.0, -5.7, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:11:38.609840,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -352.0, -226.0, -40.0]","[45.0, 45.0, 46.0, 56.0, 55.0, 57.0]","[0.0, -5.6, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:11:39.634415,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -352.0, -226.0, -40.0]","[46.0, 45.0, 47.0, 57.0, 55.0, 57.0]","[0.0, -5.6, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:11:40.681680,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -352.0, -226.0, -40.0]","[45.0, 45.0, 46.0, 56.0, 55.0, 57.0]","[0.0, -5.7, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:11:41.722232,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -349.0, -226.0, -40.0]","[46.0, 44.0, 47.0, 57.0, 55.0, 57.0]","[0.0, -5.7, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:11:42.754506,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -352.0, -226.0, -40.0]","[46.0, 45.0, 47.0, 55.0, 55.0, 57.0]","[0.0, -5.7, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:11:43.797904,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -349.0, -226.0, -40.0]","[46.0, 45.0, 47.0, 56.0, 55.0, 58.0]","[0.0, -5.7, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:11:44.846229,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -349.0, -226.0, -40.0]","[46.0, 45.0, 47.0, 56.0, 55.0, 57.0]","[0.0, -5.7, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:11:45.889712,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -349.0, -226.0, -40.0]","[46.0, 45.0, 47.0, 56.0, 54.0, 57.0]","[0.0, -5.7, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:11:46.926052,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -349.0, -226.0, -40.0]","[46.0, 44.0, 47.0, 56.0, 55.0, 57.0]","[0.0, -5.7, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:11:47.963163,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -349.0, -226.0, -40.0]","[46.0, 44.0, 46.0, 57.0, 55.0, 57.0]","[0.0, -5.7, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:11:48.999734,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -349.0, -226.0, -40.0]","[46.0, 45.0, 47.0, 56.0, 55.0, 57.0]","[0.0, -5.7, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:11:50.041914,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -349.0, -226.0, -40.0]","[46.0, 45.0, 47.0, 56.0, 55.0, 57.0]","[0.0, -5.7, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:11:51.098304,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -349.0, -226.0, -40.0]","[45.0, 45.0, 47.0, 56.0, 54.0, 57.0]","[0.0, -5.7, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:11:52.123667,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -349.0, -226.0, -40.0]","[46.0, 45.0, 47.0, 56.0, 55.0, 57.0]","[0.0, -5.7, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:11:53.165264,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -349.0, -226.0, -40.0]","[46.0, 45.0, 47.0, 56.0, 55.0, 57.0]","[0.0, -5.7, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:11:54.214968,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -349.0, -226.0, -40.0]","[46.0, 44.0, 47.0, 56.0, 54.0, 57.0]","[0.0, -5.7, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:11:55.255441,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -349.0, -226.0, -40.0]","[46.0, 45.0, 46.0, 56.0, 55.0, 57.0]","[0.0, -5.7, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:11:56.295531,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -349.0, -226.0, -40.0]","[46.0, 44.0, 47.0, 56.0, 54.0, 57.0]","[0.0, -5.7, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:11:57.333077,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -349.0, -226.0, -40.0]","[46.0, 44.0, 46.0, 56.0, 55.0, 57.0]","[0.0, -5.7, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:11:58.368214,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -349.0, -226.0, -40.0]","[46.0, 45.0, 47.0, 57.0, 55.0, 57.0]","[0.0, -5.7, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:11:59.399391,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -349.0, -226.0, -40.0]","[46.0, 45.0, 47.0, 56.0, 55.0, 57.0]","[0.0, -5.7, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:12:00.443425,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -349.0, -226.0, -40.0]","[46.0, 44.0, 46.0, 56.0, 55.0, 56.0]","[0.0, -5.7, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:12:01.480996,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -349.0, -226.0, -40.0]","[46.0, 45.0, 47.0, 56.0, 55.0, 57.0]","[0.0, -5.7, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:12:02.514942,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -349.0, -226.0, -40.0]","[45.0, 45.0, 46.0, 56.0, 55.0, 57.0]","[0.0, -5.7, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:12:03.551725,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -349.0, -226.0, -40.0]","[45.0, 45.0, 47.0, 56.0, 55.0, 57.0]","[0.0, -5.7, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:12:04.589374,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -349.0, -226.0, -40.0]","[46.0, 45.0, 47.0, 56.0, 55.0, 57.0]","[0.0, -5.7, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:12:05.632856,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -349.0, -226.0, -40.0]","[46.0, 45.0, 46.0, 57.0, 55.0, 57.0]","[0.0, -5.7, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:12:06.673285,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -349.0, -226.0, -40.0]","[46.0, 45.0, 47.0, 57.0, 54.0, 57.0]","[0.0, -5.7, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:12:07.714000,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -349.0, -226.0, -40.0]","[46.0, 45.0, 47.0, 56.0, 54.0, 57.0]","[0.0, -5.7, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:12:08.759466,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -349.0, -226.0, -40.0]","[46.0, 45.0, 47.0, 57.0, 55.0, 57.0]","[0.0, -5.7, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:12:09.800255,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -349.0, -226.0, -40.0]","[46.0, 45.0, 47.0, 56.0, 55.0, 57.0]","[0.0, -5.7, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:12:10.840144,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -349.0, -226.0, -40.0]","[46.0, 45.0, 46.0, 56.0, 55.0, 57.0]","[0.0, -5.7, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:12:11.876746,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -349.0, -226.0, -40.0]","[46.0, 45.0, 47.0, 56.0, 55.0, 57.0]","[0.0, -5.7, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:12:12.909618,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -349.0, -226.0, -40.0]","[46.0, 45.0, 46.0, 57.0, 56.0, 57.0]","[0.0, -5.6, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:12:13.938953,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -349.0, -226.0, -40.0]","[45.0, 45.0, 46.0, 56.0, 55.0, 57.0]","[0.0, -5.6, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:12:14.973590,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -349.0, -226.0, -40.0]","[46.0, 45.0, 46.0, 56.0, 55.0, 58.0]","[0.0, -5.7, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:12:16.033465,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -349.0, -226.0, -40.0]","[46.0, 44.0, 47.0, 56.0, 55.0, 57.0]","[0.0, -5.7, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
2026-05-28 11:12:17.068939,STANDALONE RUNNING,True,False,False,"[-0.7, 27.1, 39.9, -1.7, 78.0, 90.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-48.0, 4980.0, -3379.0, -349.0, -226.0, -40.0]","[46.0, 45.0, 47.0, 56.0, 55.0, 57.0]","[0.0, -5.6, -2.7, 0.4, -0.1, 0.0]","[725.5, -10.4, 358.2]","[176.8, -145.0, -92.0]"
